ID;MUN_OR;NOME_ORIGEM;HIERAR_CID;MUN_DEST;NOME_DESTINO;HIERAR_CID_D
26018052605103;2601805;Betânia;5;2605103;Custódia;5
26018052604106;2601805;Betânia;5;2604106;Caruaru;2B
26018052611101;2601805;Betânia;5;2611101;Petrolina;2C
26018052605608;2601805;Betânia;5;2605608;Flores;5
26019042604106;2601904;Bezerros;5;2604106;Caruaru;2B
26019042611606;2601904;Bezerros;5;2611606;Recife;1C
26019042606408;2601904;Bezerros;5;2606408;Gravatá;4A
26019042616407;2601904;Bezerros;5;2616407;Vitória de Santo Antão;3B
26019042612000;2601904;Bezerros;5;2612000;Sairé;5
26020012609907;2602001;Bodocó;5;2609907;Ouricuri;3A
26020012611606;2602001;Bodocó;5;2611606;Recife;1C
26020012601102;2602001;Bodocó;5;2601102;Araripina;3B
26020012611101;2602001;Bodocó;5;2611101;Petrolina;2C
26020012605301;2602001;Bodocó;5;2605301;Exu;5
26020012612208;2602001;Bodocó;5;2612208;Salgueiro;3B
26020012607307;2602001;Bodocó;5;2607307;Ipubi;5
26020012608750;2602001;Bodocó;5;2608750;Lagoa Grande;5
26020012606309;2602001;Bodocó;5;2606309;Granito;5
26021002606002;2602100;Bom Conselho;5;2606002;Garanhuns;2C
26021002611606;2602100;Bom Conselho;5;2611606;Recife;1C
26021002604106;2602100;Bom Conselho;5;2604106;Caruaru;2B
26021002602407;2602100;Bom Conselho;5;2602407;Brejão;5
26021002615102;2602100;Bom Conselho;5;2615102;Terezinha;5
26022092611606;2602209;Bom Jardim;5;2611606;Recife;1C
26022092614501;2602209;Bom Jardim;5;2614501;Surubim;3B
26022092608909;2602209;Bom Jardim;5;2608909;Limoeiro;3B
26022092604007;2602209;Bom Jardim;5;2604007;Carpina;3B
26022092616407;2602209;Bom Jardim;5;2616407;Vitória de Santo Antão;3B
26022092609709;2602209;Bom Jardim;5;2609709;Orobó;5
26022092613701;2602209;Bom Jardim;5;2613701;São Lourenço da Mata;1C
26022092609501;2602209;Bom Jardim;5;2609501;Nazaré da Mata;5
26022092608107;2602209;Bom Jardim;5;2608107;João Alfredo;5
26022092604106;2602209;Bom Jardim;5;2604106;Caruaru;2B
26022092603454;2602209;Bom Jardim;5;2603454;Camaragibe;1C
26022092608453;2602209;Bom Jardim;5;2608453;Lagoa do Carro;5
26022092610608;2602209;Bom Jardim;5;2610608;Paudalho;1C
26023082604106;2602308;Bonito;5;2604106;Caruaru;2B
26023082611606;2602308;Bonito;5;2611606;Recife;1C
26023082603504;2602308;Bonito;5;2603504;Camocim de São Félix;5
26023082604205;2602308;Bonito;5;2604205;Catende;5
26023082601904;2602308;Bonito;5;2601904;Bezerros;5
26023082612000;2602308;Bonito;5;2612000;Sairé;5
26023082612455;2602308;Bonito;5;2612455;Santa Cruz;5
26023082615409;2602308;Bonito;5;2615409;Toritama;5
26023082616407;2602308;Bonito;5;2616407;Vitória de Santo Antão;3B
26024072606002;2602407;Brejão;5;2606002;Garanhuns;2C
26024072611606;2602407;Brejão;5;2611606;Recife;1C
26024072604106;2602407;Brejão;5;2604106;Caruaru;2B
26024072602100;2602407;Brejão;5;2602100;Bom Conselho;5
26024072615102;2602407;Brejão;5;2615102;Terezinha;5
26024072612307;2602407;Brejão;5;2612307;Saloá;5
26025062611606;2602506;Brejinho;5;2611606;Recife;1C
26025062613602;2602506;Brejinho;5;2613602;São José do Egito;4B
26025062600104;2602506;Brejinho;5;2600104;Afogados da Ingazeira;3B
26025062607703;2602506;Brejinho;5;2607703;Itapetim;5
26025062604106;2602506;Brejinho;5;2604106;Caruaru;2B
26025062613909;2602506;Brejinho;5;2613909;Serra Talhada;3A
26025062612505;2602506;Brejinho;5;2612505;Santa Cruz do Capibaribe;3B
26025062601201;2602506;Brejinho;5;2601201;Arcoverde;3A
26025062615904;2602506;Brejinho;5;2615904;Tuparetama;5
26025062614600;2602506;Brejinho;5;2614600;Tabira;4B
26025062612802;2602506;Brejinho;5;2612802;Santa Terezinha;5
26026052604106;2602605;Brejo da Madre de Deus;5;2604106;Caruaru;2B
26026052611606;2602605;Brejo da Madre de Deus;5;2611606;Recife;1C
26026052612505;2602605;Brejo da Madre de Deus;5;2612505;Santa Cruz do Capibaribe;3B
26026052608008;2602605;Brejo da Madre de Deus;5;2608008;Jataúba;5
26026052601706;2602605;Brejo da Madre de Deus;5;2601706;Belo Jardim;3B
26026052615409;2602605;Brejo da Madre de Deus;5;2615409;Toritama;5
26026052612455;2602605;Brejo da Madre de Deus;5;2612455;Santa Cruz;5
26027042611606;2602704;Buenos Aires;5;2611606;Recife;1C
26027042604007;2602704;Buenos Aires;5;2604007;Carpina;3B
26027042609501;2602704;Buenos Aires;5;2609501;Nazaré da Mata;5
26027042616308;2602704;Buenos Aires;5;2616308;Vicência;5
26027042608909;2602704;Buenos Aires;5;2608909;Limoeiro;3B
26027042615300;2602704;Buenos Aires;5;2615300;Timbaúba;3B
26027042615508;2602704;Buenos Aires;5;2615508;Tracunhaém;5
26027042613701;2602704;Buenos Aires;5;2613701;São Lourenço da Mata;1C
26027042604106;2602704;Buenos Aires;5;2604106;Caruaru;2B
26027042615409;2602704;Buenos Aires;5;2615409;Toritama;5
26027042603454;2602704;Buenos Aires;5;2603454;Camaragibe;1C
26027042610608;2602704;Buenos Aires;5;2610608;Paudalho;1C
26028032601201;2602803;Buíque;5;2601201;Arcoverde;3A
26028032611606;2602803;Buíque;5;2611606;Recife;1C
26028032604106;2602803;Buíque;5;2604106;Caruaru;2B
26028032615805;2602803;Buíque;5;2615805;Tupanatinga;5
26028032606002;2602803;Buíque;5;2606002;Garanhuns;2C
26028032607505;2602803;Buíque;5;2607505;Itaíba;5
26028032609154;2602803;Buíque;5;2609154;Manari;5
26028032615409;2602803;Buíque;5;2615409;Toritama;5
26029022611606;2602902;Cabo de Santo Agostinho;1C;2611606;Recife;1C
26029022607901;2602902;Cabo de Santo Agostinho;1C;2607901;Jaboatão dos Guararapes;1C
26029022605202;2602902;Cabo de Santo Agostinho;1C;2605202;Escada;3B
26029022611804;2602902;Cabo de Santo Agostinho;1C;2611804;Ribeirão;5
26029022607208;2602902;Cabo de Santo Agostinho;1C;2607208;Ipojuca;1C
26029022616407;2602902;Cabo de Santo Agostinho;1C;2616407;Vitória de Santo Antão;3B
26029022610004;2602902;Cabo de Santo Agostinho;1C;2610004;Palmares;3B
26029022605905;2602902;Cabo de Santo Agostinho;1C;2605905;Gameleira;5
26029022614204;2602902;Cabo de Santo Agostinho;1C;2614204;Sirinhaém;5
26030092611101;2603009;Cabrobó;5;2611101;Petrolina;2C
26030092612208;2603009;Cabrobó;5;2612208;Salgueiro;3B
26030092611606;2603009;Cabrobó;5;2611606;Recife;1C
26030092601607;2603009;Cabrobó;5;2601607;Belém do São Francisco;5
26030092612604;2603009;Cabrobó;5;2612604;Santa Maria da Boa Vista;5
26030092608750;2603009;Cabrobó;5;2608750;Lagoa Grande;5
26030092609808;2603009;Cabrobó;5;2609808;Orocó;5
26030092613909;2603009;Cabrobó;5;2613909;Serra Talhada;3A
26030092604106;2603009;Cabrobó;5;2604106;Caruaru;2B
26031082604106;2603108;Cachoeirinha;5;2604106;Caruaru;2B
26031082611606;2603108;Cachoeirinha;5;2611606;Recife;1C
26031082608800;2603108;Cachoeirinha;5;2608800;Lajedo;4B
26031082606002;2603108;Cachoeirinha;5;2606002;Garanhuns;2C
26031082614857;2603108;Cachoeirinha;5;2614857;Tamandaré;5
26031082601706;2603108;Cachoeirinha;5;2601706;Belo Jardim;3B
26031082613107;2603108;Cachoeirinha;5;2613107;São Caitano;5
26031082615409;2603108;Cachoeirinha;5;2615409;Toritama;5
26031082613404;2603108;Cachoeirinha;5;2613404;São José da Coroa Grande;5
26032072606002;2603207;Caetés;5;2606002;Garanhuns;2C
26032072611606;2603207;Caetés;5;2611606;Recife;1C
26032072601201;2603207;Caetés;5;2601201;Arcoverde;3A
26032072604106;2603207;Caetés;5;2604106;Caruaru;2B
26032072603801;2603207;Caetés;5;2603801;Capoeiras;5
26032072610806;2603207;Caetés;5;2610806;Pedra;5
26032072616001;2603207;Caetés;5;2616001;Venturosa;5
26032072612455;2603207;Caetés;5;2612455;Santa Cruz;5
26032072615409;2603207;Caetés;5;2615409;Toritama;5
26033062606002;2603306;Calçado;5;2606002;Garanhuns;2C
26033062608800;2603306;Calçado;5;2608800;Lajedo;4B
26033062611606;2603306;Calçado;5;2611606;Recife;1C
26033062604106;2603306;Calçado;5;2604106;Caruaru;2B
26033062608305;2603306;Calçado;5;2608305;Jupi;5
26033062601706;2603306;Calçado;5;2601706;Belo Jardim;3B
26033062603702;2603306;Calçado;5;2603702;Canhotinho;5
26033062613008;2603306;Calçado;5;2613008;São Bento do Una;5
26034052613909;2603405;Calumbi;5;2613909;Serra Talhada;3A
26034052611606;2603405;Calumbi;5;2611606;Recife;1C
26034052615706;2603405;Calumbi;5;2615706;Triunfo;5
26034052605608;2603405;Calumbi;5;2605608;Flores;5
26034052600104;2603405;Calumbi;5;2600104;Afogados da Ingazeira;3B
26034052612208;2603405;Calumbi;5;2612208;Salgueiro;3B
26034052604106;2603405;Calumbi;5;2604106;Caruaru;2B
26034052603900;2603405;Calumbi;5;2603900;Carnaíba;5
26034052601201;2603405;Calumbi;5;2601201;Arcoverde;3A
26034052602605;2603405;Calumbi;5;2602605;Brejo da Madre de Deus;5
26034052613503;2603405;Calumbi;5;2613503;São José do Belmonte;5
26034052615409;2603405;Calumbi;5;2615409;Toritama;5
26034052611101;2603405;Calumbi;5;2611101;Petrolina;2C
26034052612505;2603405;Calumbi;5;2612505;Santa Cruz do Capibaribe;3B
26034542611606;2603454;Camaragibe;1C;2611606;Recife;1C
26034542613701;2603454;Camaragibe;1C;2613701;São Lourenço da Mata;1C
26034542604007;2603454;Camaragibe;1C;2604007;Carpina;3B
26034542610608;2603454;Camaragibe;1C;2610608;Paudalho;1C
26034542609600;2603454;Camaragibe;1C;2609600;Olinda;1C
26034542608909;2603454;Camaragibe;1C;2608909;Limoeiro;3B
26034542608453;2603454;Camaragibe;1C;2608453;Lagoa do Carro;5
26034542609501;2603454;Camaragibe;1C;2609501;Nazaré da Mata;5
26034542615508;2603454;Camaragibe;1C;2615508;Tracunhaém;5
26034542604106;2603454;Camaragibe;1C;2604106;Caruaru;2B
26034542616407;2603454;Camaragibe;1C;2616407;Vitória de Santo Antão;3B
26035042604106;2603504;Camocim de São Félix;5;2604106;Caruaru;2B
26035042611606;2603504;Camocim de São Félix;5;2611606;Recife;1C
26035042601904;2603504;Camocim de São Félix;5;2601904;Bezerros;5
26035042602308;2603504;Camocim de São Félix;5;2602308;Bonito;5
26035042612000;2603504;Camocim de São Félix;5;2612000;Sairé;5
26035042604502;2603504;Camocim de São Félix;5;2604502;Chã Grande;5
26035042606408;2603504;Camocim de São Félix;5;2606408;Gravatá;4A
26035042616407;2603504;Camocim de São Félix;5;2616407;Vitória de Santo Antão;3B
26035042612455;2603504;Camocim de São Félix;5;2612455;Santa Cruz;5
26036032611606;2603603;Camutanga;5;2611606;Recife;1C
26036032615300;2603603;Camutanga;5;2615300;Timbaúba;3B
26036032607653;2603603;Camutanga;5;2607653;Itambé;5
26036032605509;2603603;Camutanga;5;2605509;Ferreiros;5
26036032604007;2603603;Camutanga;5;2604007;Carpina;3B
26036032606200;2603603;Camutanga;5;2606200;Goiana;3B
26036032604106;2603603;Camutanga;5;2604106;Caruaru;2B
26037022606002;2603702;Canhotinho;5;2606002;Garanhuns;2C
26037022611606;2603702;Canhotinho;5;2611606;Recife;1C
26037022604106;2603702;Canhotinho;5;2604106;Caruaru;2B
26037022613206;2603702;Canhotinho;5;2613206;São João;5
26037022601003;2603702;Canhotinho;5;2601003;Angelim;5
26037022601706;2603702;Canhotinho;5;2601706;Belo Jardim;3B
26037022611507;2603702;Canhotinho;5;2611507;Quipapá;5
26038012606002;2603801;Capoeiras;5;2606002;Garanhuns;2C
26038012611606;2603801;Capoeiras;5;2611606;Recife;1C
26038012601201;2603801;Capoeiras;5;2601201;Arcoverde;3A
26038012604106;2603801;Capoeiras;5;2604106;Caruaru;2B
26038012613008;2603801;Capoeiras;5;2613008;São Bento do Una;5
26038012603207;2603801;Capoeiras;5;2603207;Caetés;5
26038012610806;2603801;Capoeiras;5;2610806;Pedra;5
26038012616001;2603801;Capoeiras;5;2616001;Venturosa;5
26038012608255;2603801;Capoeiras;5;2608255;Jucati;5
26038012610905;2603801;Capoeiras;5;2610905;Pesqueira;4A
26039002611606;2603900;Carnaíba;5;2611606;Recife;1C
26039002600104;2603900;Carnaíba;5;2600104;Afogados da Ingazeira;3B
26039002613909;2603900;Carnaíba;5;2613909;Serra Talhada;3A
26039002604106;2603900;Carnaíba;5;2604106;Caruaru;2B
26039002605608;2603900;Carnaíba;5;2605608;Flores;5
26039002601201;2603900;Carnaíba;5;2601201;Arcoverde;3A
26039002603405;2603900;Carnaíba;5;2603405;Calumbi;5
26039002615706;2603900;Carnaíba;5;2615706;Triunfo;5
26039002612505;2603900;Carnaíba;5;2612505;Santa Cruz do Capibaribe;3B
26039002615409;2603900;Carnaíba;5;2615409;Toritama;5
26039002611533;2603900;Carnaíba;5;2611533;Quixaba;5
26039002614600;2603900;Carnaíba;5;2614600;Tabira;4B
26039262613909;2603926;Carnaubeira da Penha;5;2613909;Serra Talhada;3A
26039262609303;2603926;Carnaubeira da Penha;5;2609303;Mirandiba;5
26039262611606;2603926;Carnaubeira da Penha;5;2611606;Recife;1C
26039262605707;2603926;Carnaubeira da Penha;5;2605707;Floresta;4B
26039262612208;2603926;Carnaubeira da Penha;5;2612208;Salgueiro;3B
26039262611101;2603926;Carnaubeira da Penha;5;2611101;Petrolina;2C
26039262604106;2603926;Carnaubeira da Penha;5;2604106;Caruaru;2B
26039262613503;2603926;Carnaubeira da Penha;5;2613503;São José do Belmonte;5
26040072611606;2604007;Carpina;3B;2611606;Recife;1C
26040072608909;2604007;Carpina;3B;2608909;Limoeiro;3B
26040072613701;2604007;Carpina;3B;2613701;São Lourenço da Mata;1C
26040072610608;2604007;Carpina;3B;2610608;Paudalho;1C
26040072604106;2604007;Carpina;3B;2604106;Caruaru;2B
26040072603454;2604007;Carpina;3B;2603454;Camaragibe;1C
26040072609501;2604007;Carpina;3B;2609501;Nazaré da Mata;5
26040072608453;2604007;Carpina;3B;2608453;Lagoa do Carro;5
26040072616407;2604007;Carpina;3B;2616407;Vitória de Santo Antão;3B
26040072615300;2604007;Carpina;3B;2615300;Timbaúba;3B
26040072615508;2604007;Carpina;3B;2615508;Tracunhaém;5
26040072616308;2604007;Carpina;3B;2616308;Vicência;5
26041552614501;2604155;Casinhas;5;2614501;Surubim;3B
26041552611606;2604155;Casinhas;5;2611606;Recife;1C
26041552604106;2604155;Casinhas;5;2604106;Caruaru;2B
26041552604007;2604155;Casinhas;5;2604007;Carpina;3B
26041552608909;2604155;Casinhas;5;2608909;Limoeiro;3B
26041552615409;2604155;Casinhas;5;2615409;Toritama;5
26041552609709;2604155;Casinhas;5;2609709;Orobó;5
26041552612505;2604155;Casinhas;5;2612505;Santa Cruz do Capibaribe;3B
26042052611606;2604205;Catende;5;2611606;Recife;1C
26042052604106;2604205;Catende;5;2604106;Caruaru;2B
26042052610004;2604205;Catende;5;2610004;Palmares;3B
26042052601508;2604205;Catende;5;2601508;Belém de Maria;5
26042052615409;2604205;Catende;5;2615409;Toritama;5
26042052600302;2604205;Catende;5;2600302;Agrestina;5
26042052602308;2604205;Catende;5;2602308;Bonito;5
26042052616407;2604205;Catende;5;2616407;Vitória de Santo Antão;3B
26042052600401;2604205;Catende;5;2600401;Água Preta;5
26042052606002;2604205;Catende;5;2606002;Garanhuns;2C
26042052612505;2604205;Catende;5;2612505;Santa Cruz do Capibaribe;3B
26043042612208;2604304;Cedro;5;2612208;Salgueiro;3B
26043042611606;2604304;Cedro;5;2611606;Recife;1C
26043042611101;2604304;Cedro;5;2611101;Petrolina;2C
26043042604106;2604304;Cedro;5;2604106;Caruaru;2B
26044032616407;2604403;Chã de Alegria;5;2616407;Vitória de Santo Antão;3B
26044032611606;2604403;Chã de Alegria;5;2611606;Recife;1C
