MUN_OR;NOME_ORIGEM;HIERAR_CID;MUN_DEST;NOME_DESTINO;HIERAR_CID_D
2615300;Timbaúba;3B;2612455;Santa Cruz;5
2615300;Timbaúba;3B;2609600;Olinda;1C
2615300;Timbaúba;3B;2607653;Itambé;5
2615409;Toritama;5;2604106;Caruaru;2B
2615409;Toritama;5;2611606;Recife;1C
2615409;Toritama;5;2612505;Santa Cruz do Capibaribe;3B
2615409;Toritama;5;2616209;Vertentes;5
2615409;Toritama;5;2614501;Surubim;3B
2615409;Toritama;5;2605806;Frei Miguelinho;5
2615409;Toritama;5;2615003;Taquaritinga do Norte;5
2615508;Tracunhaém;5;2611606;Recife;1C
2615508;Tracunhaém;5;2604007;Carpina;3B
2615508;Tracunhaém;5;2609501;Nazaré da Mata;5
2615508;Tracunhaém;5;2608909;Limoeiro;3B
2615508;Tracunhaém;5;2610608;Paudalho;1C
2615508;Tracunhaém;5;2613701;São Lourenço da Mata;1C
2615508;Tracunhaém;5;2603454;Camaragibe;1C
2615508;Tracunhaém;5;2615300;Timbaúba;3B
2615508;Tracunhaém;5;2611101;Petrolina;2C
2615607;Trindade;5;2601102;Araripina;3B
2615607;Trindade;5;2609907;Ouricuri;3A
2615607;Trindade;5;2611101;Petrolina;2C
2615607;Trindade;5;2611606;Recife;1C
2615607;Trindade;5;2612455;Santa Cruz;5
2615607;Trindade;5;2608750;Lagoa Grande;5
2615607;Trindade;5;2607307;Ipubi;5
2615607;Trindade;5;2612208;Salgueiro;3B
2615706;Triunfo;5;2613909;Serra Talhada;3A
2615706;Triunfo;5;2611606;Recife;1C
2615706;Triunfo;5;2612471;Santa Cruz da Baixa Verde;5
2615706;Triunfo;5;2600104;Afogados da Ingazeira;3B
2615706;Triunfo;5;2604106;Caruaru;2B
2615706;Triunfo;5;2612208;Salgueiro;3B
2615706;Triunfo;5;2601201;Arcoverde;3A
2615706;Triunfo;5;2603900;Carnaíba;5
2615706;Triunfo;5;2611101;Petrolina;2C
2615706;Triunfo;5;2605608;Flores;5
2615805;Tupanatinga;5;2601201;Arcoverde;3A
2615805;Tupanatinga;5;2611606;Recife;1C
2615805;Tupanatinga;5;2602803;Buíque;5
2615805;Tupanatinga;5;2604106;Caruaru;2B
2615805;Tupanatinga;5;2607505;Itaíba;5
2615805;Tupanatinga;5;2606002;Garanhuns;2C
2615805;Tupanatinga;5;2609154;Manari;5
2615805;Tupanatinga;5;2600500;Águas Belas;5
2615904;Tuparetama;5;2611606;Recife;1C
2615904;Tuparetama;5;2613602;São José do Egito;4B
2615904;Tuparetama;5;2600104;Afogados da Ingazeira;3B
2615904;Tuparetama;5;2601201;Arcoverde;3A
2615904;Tuparetama;5;2604106;Caruaru;2B
2615904;Tuparetama;5;2614600;Tabira;4B
2615904;Tuparetama;5;2613909;Serra Talhada;3A
2615904;Tuparetama;5;2612505;Santa Cruz do Capibaribe;3B
2615904;Tuparetama;5;2614105;Sertânia;5
2615904;Tuparetama;5;2612455;Santa Cruz;5
2615904;Tuparetama;5;2607109;Ingazeira;5
2615904;Tuparetama;5;2607703;Itapetim;5
2615904;Tuparetama;5;2615003;Taquaritinga do Norte;5
2615904;Tuparetama;5;2615409;Toritama;5
2616001;Venturosa;5;2601201;Arcoverde;3A
2616001;Venturosa;5;2611606;Recife;1C
2616001;Venturosa;5;2606002;Garanhuns;2C
2616001;Venturosa;5;2604106;Caruaru;2B
2616001;Venturosa;5;2610806;Pedra;5
2616001;Venturosa;5;2603207;Caetés;5
2616001;Venturosa;5;2610905;Pesqueira;4A
2616001;Venturosa;5;2603801;Capoeiras;5
2616001;Venturosa;5;2600609;Alagoinha;5
2616001;Venturosa;5;2613909;Serra Talhada;3A
2616001;Venturosa;5;2612505;Santa Cruz do Capibaribe;3B
2616001;Venturosa;5;2602100;Bom Conselho;5
2616100;Verdejante;5;2612208;Salgueiro;3B
2616100;Verdejante;5;2611606;Recife;1C
2616100;Verdejante;5;2611101;Petrolina;2C
2616100;Verdejante;5;2613909;Serra Talhada;3A
2616100;Verdejante;5;2613503;São José do Belmonte;5
2616100;Verdejante;5;2601607;Belém do São Francisco;5
2616100;Verdejante;5;2609303;Mirandiba;5
2616100;Verdejante;5;2614006;Serrita;5
2616183;Vertente do Lério;5;2614501;Surubim;3B
2616183;Vertente do Lério;5;2611606;Recife;1C
2616183;Vertente do Lério;5;2604106;Caruaru;2B
2616183;Vertente do Lério;5;2615409;Toritama;5
2616183;Vertente do Lério;5;2612505;Santa Cruz do Capibaribe;3B
2616183;Vertente do Lério;5;2608909;Limoeiro;3B
2616183;Vertente do Lério;5;2604007;Carpina;3B
2616183;Vertente do Lério;5;2609709;Orobó;5
2616209;Vertentes;5;2604106;Caruaru;2B
2616209;Vertentes;5;2611606;Recife;1C
2616209;Vertentes;5;2614501;Surubim;3B
2616209;Vertentes;5;2615409;Toritama;5
2616209;Vertentes;5;2612505;Santa Cruz do Capibaribe;3B
2616209;Vertentes;5;2615003;Taquaritinga do Norte;5
2616308;Vicência;5;2611606;Recife;1C
2616308;Vicência;5;2604007;Carpina;3B
2616308;Vicência;5;2609501;Nazaré da Mata;5
2616308;Vicência;5;2608909;Limoeiro;3B
2616308;Vicência;5;2615300;Timbaúba;3B
2616308;Vicência;5;2603454;Camaragibe;1C
2616308;Vicência;5;2610608;Paudalho;1C
2616308;Vicência;5;2613800;São Vicente Férrer;5
2616308;Vicência;5;2615508;Tracunhaém;5
2616308;Vicência;5;2606200;Goiana;3B
2616407;Vitória de Santo Antão;3B;2611606;Recife;1C
2616407;Vitória de Santo Antão;3B;2604106;Caruaru;2B
2616407;Vitória de Santo Antão;3B;2607901;Jaboatão dos Guararapes;1C
2616407;Vitória de Santo Antão;3B;2606408;Gravatá;4A
2616407;Vitória de Santo Antão;3B;2611309;Pombos;5
2616407;Vitória de Santo Antão;3B;2609402;Moreno;1C
2616407;Vitória de Santo Antão;3B;2606101;Glória do Goitá;5
2616407;Vitória de Santo Antão;3B;2612505;Santa Cruz do Capibaribe;3B
2616506;Xexéu;5;2611606;Recife;1C
2616506;Xexéu;5;2610004;Palmares;3B
2616506;Xexéu;5;2604106;Caruaru;2B
2616506;Xexéu;5;2602902;Cabo de Santo Agostinho;1C
2616506;Xexéu;5;2605202;Escada;3B
2616506;Xexéu;5;2611804;Ribeirão;5
2604106;Caruaru;2B;;;
2611606;Recife;1C;;;
2607901;Jaboatão dos Guararapes;1C;;;
