idfrom;from;idto;to;perc_lig;ia
2604007;Carpina;2615300;Timbaúba;0.0074074074;613.8666666667
2604007;Carpina;2615508;Tracunhaém;0.0037037037;306.9333333333
2604007;Carpina;2616308;Vicência;0.0018518519;153.4666666667
2604155;Casinhas;2614501;Surubim;0.5037670751;7210.4181453316
2604155;Casinhas;2611606;Recife;0.2518518519;3604.7555555556
2604155;Casinhas;2604106;Caruaru;0.0611111111;874.6833333333
2604155;Casinhas;2604007;Carpina;0.037037037;530.1111111111
2604155;Casinhas;2608909;Limoeiro;0.0222222222;318.0666666667
2604155;Casinhas;2615409;Toritama;0.0148148148;212.0444444444
2604155;Casinhas;2609709;Orobó;0.0055555556;79.5166666667
2604155;Casinhas;2612505;Santa Cruz do Capibaribe;0.0037037037;53.0111111111
2604205;Catende;2611606;Recife;0.38;16124.92
2604205;Catende;2604106;Caruaru;0.3258431888;13826.8298729742
2604205;Catende;2610004;Palmares;0.2196671047;9321.3539202803
2604205;Catende;2601508;Belém de Maria;0.0260840999;1106.8526938239
2604205;Catende;2615409;Toritama;0.0133333333;565.7866666667
2604205;Catende;2600302;Agrestina;0.0106110381;450.2687910644
2604205;Catende;2602308;Bonito;0.0094612352;401.4780551905
2604205;Catende;2616407;Vitória de Santo Antão;0.0083333333;353.6166666667
2604205;Catende;2600401;Água Preta;0.0033333333;141.4466666667
2604205;Catende;2606002;Garanhuns;0.0016666667;70.7233333333
2604205;Catende;2612505;Santa Cruz do Capibaribe;0.0016666667;70.7233333333
2604304;Cedro;2612208;Salgueiro;0.3106856857;3641.8576076076
2604304;Cedro;2611606;Recife;0.0481481481;564.3925925926
2604304;Cedro;2611101;Petrolina;0.0333333333;390.7333333333
2604304;Cedro;2604106;Caruaru;0.0055555556;65.1222222222
2604403;Chã de Alegria;2616407;Vitória de Santo Antão;0.3567672611;4790.670781893
2604403;Chã de Alegria;2611606;Recife;0.336785551;4522.3563786008
2604403;Chã de Alegria;2604007;Carpina;0.0962962963;1293.0666666667
2604403;Chã de Alegria;2606101;Glória do Goitá;0.0512345679;687.9777777778
2604403;Chã de Alegria;2608909;Limoeiro;0.0481481481;646.5333333333
2604403;Chã de Alegria;2604106;Caruaru;0.0333333333;447.6
2604403;Chã de Alegria;2610608;Paudalho;0.0321444902;431.6362139918
2604403;Chã de Alegria;2613701;São Lourenço da Mata;0.0314814815;422.7333333333
2604403;Chã de Alegria;2609501;Nazaré da Mata;0.0074074074;99.4666666667
2604403;Chã de Alegria;2603454;Camaragibe;0.0048010974;64.4691358025
2604403;Chã de Alegria;2609402;Moreno;0.0016003658;21.4897119342
2604502;Chã Grande;2611606;Recife;0.3740740741;8072.1444444445
2604502;Chã Grande;2616407;Vitória de Santo Antão;0.235563939;5083.2342405461
2604502;Chã Grande;2604106;Caruaru;0.2;4315.8
2604502;Chã Grande;2606408;Gravatá;0.1214048325;2619.7948800862
2604502;Chã Grande;2601904;Bezerros;0.026899009;580.4537141831
2604502;Chã Grande;2609402;Moreno;0.0194916015;420.6092697386
2604502;Chã Grande;2611309;Pombos;0.0188628402;407.0412287793
2604601;Condado;2606200;Goiana;0.4895484526;12850.1573313039
2604601;Condado;2611606;Recife;0.3388888889;8895.4944444445
2604601;Condado;2615300;Timbaúba;0.0692541857;1817.8531202435
2604601;Condado;2604007;Carpina;0.037037037;972.1851851852
2604601;Condado;2600708;Aliança;0.0166412988;436.8174530695
2604601;Condado;2609501;Nazaré da Mata;0.0148148148;388.8740740741
2604601;Condado;2607802;Itaquitinga;0.0134449518;352.9165398275
2604601;Condado;2610707;Paulista;0.0074074074;194.437037037
2604700;Correntes;2606002;Garanhuns;0.6799014611;12336.1321100917
2604700;Correntes;2611606;Recife;0.1611111111;2923.2
2604700;Correntes;2604106;Caruaru;0.0388888889;705.6
2604809;Cortês;2611606;Recife;0.4716666667;5941.1133333333
2604809;Cortês;2604106;Caruaru;0.1799584972;2266.7572302315
2604809;Cortês;2610004;Palmares;0.1616666667;2036.3533333333
2604809;Cortês;2611804;Ribeirão;0.1313018785;1653.8784622106
2604809;Cortês;2605202;Escada;15;188.94
2604809;Cortês;2601300;Barra de Guabiraba;0.0142857143;179.9428571429
2604809;Cortês;2602308;Bonito;0.0090061162;113.4410397554
2604809;Cortês;2603504;Camocim de São Félix;0.0087811271;110.6070773263
2604809;Cortês;2602902;Cabo de Santo Agostinho;0.0066666667;83.9733333333
2604908;Cumaru;2604106;Caruaru;0.4095959596;4765.648989899
2604908;Cumaru;2611606;Recife;0.2944444444;3425.8611111111
2604908;Cumaru;2608909;Limoeiro;0.1283216783;1493.0227272727
2604908;Cumaru;2610509;Passira;0.0616032116;716.7533670034
2604908;Cumaru;2616407;Vitória de Santo Antão;0.037037037;430.9259259259
2604908;Cumaru;2604007;Carpina;0.0098420098;114.5117845118
2604908;Cumaru;2608453;Lagoa do Carro;0.0098420098;114.5117845118
2604908;Cumaru;2610608;Paudalho;0.0098420098;114.5117845118
2604908;Cumaru;2613701;São Lourenço da Mata;0.0098420098;114.5117845118
2604908;Cumaru;2615409;Toritama;0.0092592593;107.7314814815
2604908;Cumaru;2609501;Nazaré da Mata;0.0037037037;43.0925925926
2604908;Cumaru;2611705;Riacho das Almas;0.0037037037;43.0925925926
2604908;Cumaru;2612505;Santa Cruz do Capibaribe;0.0037037037;43.0925925926
2604908;Cumaru;2606002;Garanhuns;0.0018518519;21.5462962963
2605004;Cupira;2604106;Caruaru;0.5789261168;13917.9627749141
2605004;Cupira;2611606;Recife;0.1566666667;3766.4233333333
2605004;Cupira;2600302;Agrestina;0.0491065292;1180.5700687285
2605004;Cupira;2610202;Panelas;0.0339776632;816.8570017182
2605004;Cupira;2610004;Palmares;0.0314776632;756.7545017182
2605004;Cupira;2608701;Lagoa dos Gatos;0.0168900344;406.0533161512
2605004;Cupira;2606002;Garanhuns;15;360615
2605004;Cupira;2613305;São Joaquim do Monte;0.0083333333;200.3416666667
2605004;Cupira;2601508;Belém de Maria;0.0048109966;115.6611683849
2605004;Cupira;2604205;Catende;0.0048109966;115.6611683849
2605103;Custódia;2611606;Recife;0.3746315789;13801802
2605103;Custódia;2601201;Arcoverde;0.3132982456;11542.2206666667
2605103;Custódia;2613909;Serra Talhada;0.1863508772;6865.3526666667
2605103;Custódia;2604106;Caruaru;0.0695614035;2562.7116666667
2605103;Custódia;2615706;Triunfo;0.0266666667;982.4266666667
2605103;Custódia;2614105;Sertânia;0.0183333333;675.4183333333
2605103;Custódia;2612208;Salgueiro;0.0111578947;411068
2605152;Dormentes;2611101;Petrolina;0.7351851852;13772.9592592593
2605152;Dormentes;2611606;Recife;0.0722222222;1353.0111111111
2605152;Dormentes;2600203;Afrânio;0.0611111111;1144.8555555556
2605152;Dormentes;2612554;Santa Filomena;0.0296296296;555.0814814815
2605152;Dormentes;2604106;Caruaru;0.0111111111;208.1555555556
2605152;Dormentes;2609907;Ouricuri;0.0074074074;138.7703703704
2605152;Dormentes;2601607;Belém do São Francisco;0.0018518519;34.6925925926
2605202;Escada;2611606;Recife;0.6212473233;42523.1367880086
2605202;Escada;2602902;Cabo de Santo Agostinho;0.1741077802;11917.3293361884
2605202;Escada;2616407;Vitória de Santo Antão;95;6502.56
2605202;Escada;2607901;Jaboatão dos Guararapes;35;2395.68
2605202;Escada;2610004;Palmares;0.0285099929;1951.4519914347
2605202;Escada;2611804;Ribeirão;0.020235546;1385.0826552463
2605202;Escada;2605905;Gameleira;0.0158993576;1088.2792291221
2605202;Escada;2604106;Caruaru;0.0083333333;570.4
2605202;Escada;2612455;Santa Cruz;0.0016666667;114.08
2605301;Exu;2611606;Recife;0.1066666667;3401.0666666667
2605301;Exu;2609907;Ouricuri;0.0832646048;2654.8919243986
2605301;Exu;2601102;Araripina;0.05;1594.25
2605301;Exu;2612208;Salgueiro;35;1115975
2605301;Exu;2602001;Bodocó;0.0255670103;815.2041237113
2605301;Exu;2611101;Petrolina;0.0166666667;531.4166666667
2605301;Exu;2608750;Lagoa Grande;0.0108247423;345.1469072165
2605301;Exu;2615607;Trindade;0.0089690722;285.9788659794
2605400;Feira Nova;2608909;Limoeiro;0.346937032;7637.1248856727
2605400;Feira Nova;2611606;Recife;0.2851851852;6277.7814814815
2605400;Feira Nova;2616407;Vitória de Santo Antão;0.1376727474;3030.5901879491
2605400;Feira Nova;2604007;Carpina;0.0685185185;1508.2981481482
2605400;Feira Nova;2604106;Caruaru;0.0518518519;1141.4148148148
2605400;Feira Nova;2613701;São Lourenço da Mata;0.0314814815;693.0018518519
2605400;Feira Nova;2608503;Lagoa de Itaenga;0.0258957737;570.0436655108
2605400;Feira Nova;2606101;Glória do Goitá;0.0189054726;416.1661691542
2605400;Feira Nova;2609501;Nazaré da Mata;0.0092592593;203.8240740741
2605400;Feira Nova;2607901;Jaboatão dos Guararapes;0.0084426353;185.8477310418
2605400;Feira Nova;2609402;Moreno;0.0084426353;185.8477310418
2605400;Feira Nova;2612455;Santa Cruz;0.0074074074;163.0592592593
2605459;Fernando de Noronha;2611606;Recife;0.8125;2454.5625
2605509;Ferreiros;2611606;Recife;0.3722222222;5346.9722222222
2605509;Ferreiros;2615300;Timbaúba;0.3074074074;4415.9074074074
2605509;Ferreiros;2607653;Itambé;0.0759259259;1090.6759259259
2605509;Ferreiros;2603603;Camutanga;0.0407407407;585.2407407407
2605509;Ferreiros;2604007;Carpina;0.0333333333;478.8333333333
2605509;Ferreiros;2606200;Goiana;0.0259259259;372.4259259259
2605509;Ferreiros;2609501;Nazaré da Mata;0.0111111111;159.6111111111
2605608;Flores;2613909;Serra Talhada;0.4244508512;9605.7472130697
2605608;Flores;2611606;Recife;0.2483333333;5620.0316666667
2605608;Flores;2600104;Afogados da Ingazeira;0.1020263591;2308.9585337727
2605608;Flores;2615706;Triunfo;0.0533333333;1206.9866666667
2605608;Flores;2603405;Calumbi;0.0330313015;747.531383855
2605608;Flores;2603900;Carnaíba;0.0306699616;694.0919000549
2605608;Flores;2605103;Custódia;0.0033333333;75.4366666667
2605707;Floresta;2613909;Serra Talhada;0.3537841395;11517.7964461994
2605707;Floresta;2611606;Recife;0.2283333333;7433.62
2605707;Floresta;2611002;Petrolândia;0.0910381705;2963.8386771965
2605707;Floresta;2604106;Caruaru;0.0633333333;2061.88
2605707;Floresta;2612208;Salgueiro;0.0616666667;2007.62
2605707;Floresta;2601607;Belém do São Francisco;0.0555626851;1808.8987759131
2605707;Floresta;2611101;Petrolina;0.0366666667;1193.72
2605707;Floresta;2608057;Jatobá;0.0143139191;466.0039486673
2605707;Floresta;2607406;Itacuruba;0.0133333333;434.08
2605707;Floresta;2612505;Santa Cruz do Capibaribe;0.01;325.56
2605707;Floresta;2600104;Afogados da Ingazeira;0.0083333333;271.3
2605707;Floresta;2601201;Arcoverde;5;162.78
2605806;Frei Miguelinho;2604106;Caruaru;0.4300241069;6607.7504273504
2605806;Frei Miguelinho;2611606;Recife;0.2611111111;4012.2333333333
2605806;Frei Miguelinho;2614501;Surubim;0.1791803638;2753.2854700855
2605806;Frei Miguelinho;2615409;Toritama;0.0547008547;840.5333333333
2605806;Frei Miguelinho;2616209;Vertentes;0.0491452991;755.1666666667
2605806;Frei Miguelinho;2608909;Limoeiro;0.0185185185;284.5555555556
2605806;Frei Miguelinho;2612505;Santa Cruz do Capibaribe;0.0073197458;112.4752136752
2605905;Gameleira;2611606;Recife;0.4585654459;14114.6444243718
2605905;Gameleira;2610004;Palmares;0.2369576285;7293.555805551
2605905;Gameleira;2611804;Ribeirão;0.1459977008;4493.8092297586
2605905;Gameleira;2602902;Cabo de Santo Agostinho;0.048968632;1507.2544917064
2605905;Gameleira;2605202;Escada;0.0428439262;1318.7360486123
2605905;Gameleira;2607901;Jaboatão dos Guararapes;0.0233333333;718.2
2605905;Gameleira;2616407;Vitória de Santo Antão;0.0183333333;564.3
2605905;Gameleira;2604106;Caruaru;0.01;307.8
2605905;Gameleira;2613701;São Lourenço da Mata;0.01;307.8
2605905;Gameleira;2615409;Toritama;5;153.9
2606002;Garanhuns;2611606;Recife;0.5383333333;74819.1816666667
2606002;Garanhuns;2604106;Caruaru;0.23;31966.09
2606002;Garanhuns;2608800;Lajedo;0.0237961926;3307.266237402
2606002;Garanhuns;2613206;São João;0.022956327;3190.539193729
2606002;Garanhuns;2606408;Gravatá;0.0216666667;3011.2983333333
2606002;Garanhuns;2601003;Angelim;0.018924972;2630.2493840986
2606002;Garanhuns;2608305;Jupi;0.0173012318;2404.5770996641
2606002;Garanhuns;2602407;Brejão;0.0170212766;2365.6680851064
2606002;Garanhuns;2615409;Toritama;0.0133333333;1853.1066666667
2606002;Garanhuns;2601904;Bezerros;0.0066666667;926.5533333333
2606002;Garanhuns;2601201;Arcoverde;0.0033333333;463.2766666667
2606002;Garanhuns;2612455;Santa Cruz;0.0016666667;231.6383333333
2606002;Garanhuns;2601706;Belo Jardim;0.0006666667;92.6553333333
2606101;Glória do Goitá;2616407;Vitória de Santo Antão;0.3468570641;10580.5278838204
2606101;Glória do Goitá;2611606;Recife;0.3296296296;10055.0222222222
2606101;Glória do Goitá;2608909;Limoeiro;0.1562672993;4766.7776986951
2606101;Glória do Goitá;2604007;Carpina;0.0666666667;2033.6
2606101;Glória do Goitá;2613701;São Lourenço da Mata;0.0277777778;847.3333333333
2606101;Glória do Goitá;2604106;Caruaru;0.0259259259;790.8444444444
2606101;Glória do Goitá;2605400;Feira Nova;0.0225385528;687.5160142349
2606101;Glória do Goitá;2609402;Moreno;0.0105683166;322.3759301197
2606101;Glória do Goitá;2607901;Jaboatão dos Guararapes;0.0100650634;307.0246953521
2606101;Glória do Goitá;2601904;Bezerros;0.0037037037;112.9777777778
2606200;Goiana;2611606;Recife;0.7208794326;57277.4753191489
2606200;Goiana;2604601;Condado;0.0238297872;1893.3957446809
2606200;Goiana;2600708;Aliança;0.0179574468;1426.8089361702
2606200;Goiana;2607802;Itaquitinga;0.0155744681;1237.4693617021
2606200;Goiana;2606804;Igarassu;0.014212766;1129.2753191489
2606200;Goiana;2610707;Paulista;0.014212766;1129.2753191489
2606200;Goiana;2615300;Timbaúba;0.0066666667;529.7
2606309;Granito;2601102;Araripina;0.11;817.85
2606309;Granito;2611606;Recife;0.1083333333;805.4583333333
2606309;Granito;2609907;Ouricuri;0.0916666667;681.5416666667
2606309;Granito;2605301;Exu;0.0683333333;508.0583333333
2606309;Granito;2612208;Salgueiro;55;408925
2606309;Granito;2602001;Bodocó;0.04;297.4
2606309;Granito;2614303;Moreilândia;0.0183333333;136.3083333333
2606309;Granito;2614006;Serrita;0.01;74.35
2606309;Granito;2611101;Petrolina;0.0016666667;12.3916666667
2606408;Gravatá;2604106;Caruaru;0.457596851;38180.5084607417
2606408;Gravatá;2611606;Recife;0.3450942614;28793.6298922726
2606408;Gravatá;2616407;Vitória de Santo Antão;0.1401284442;11691.8969960638
2606408;Gravatá;2604502;Chã Grande;0.0224984462;1877.2028589186
2606408;Gravatá;2601904;Bezerros;0.0213486638;1781.26845867
2606408;Gravatá;2612505;Santa Cruz do Capibaribe;0.0133333333;1112.4933333333
2606507;Iati;2606002;Garanhuns;0.6921296296;13255.6666666667
2606507;Iati;2611606;Recife;0.1648148148;3156.5333333333
2606507;Iati;2604106;Caruaru;0.0518518519;993.0666666667
2606507;Iati;2600500;Águas Belas;0.0048611111;93.1
2606507;Iati;2601201;Arcoverde;0.0018518519;35.4666666667
2606606;Ibimirim;2601201;Arcoverde;0.4701257862;13659.5047169811
2606606;Ibimirim;2611606;Recife;0.3333333333;9685
2606606;Ibimirim;2604106;Caruaru;0.0888993711;2582.9712264151
2606606;Ibimirim;2607000;Inajá;0.0331446541;963.0179245283
2606606;Ibimirim;2605707;Floresta;0.0239622642;696.2235849057
2606606;Ibimirim;2611101;Petrolina;0.0133333333;387.4
2606606;Ibimirim;2613909;Serra Talhada;0.0116666667;338975
2606606;Ibimirim;2611002;Petrolândia;0.0094339623;274.1037735849
2606606;Ibimirim;2614808;Tacaratu;0.0094339623;274.1037735849
2606606;Ibimirim;2601607;Belém do São Francisco;0.0033333333;96.85
2606606;Ibimirim;2606002;Garanhuns;0.0033333333;96.85
2606705;Ibirajuba;2604106;Caruaru;0.5696969697;4418.5696969697
2606705;Ibirajuba;2608800;Lajedo;0.1314814815;1019.7703703704
2606705;Ibirajuba;2611606;Recife;0.1222222222;947.9555555556
2606705;Ibirajuba;2606002;Garanhuns;0.0722222222;560.1555555556
2606705;Ibirajuba;2600807;Altinho;0.029040404;225.2373737374
2606705;Ibirajuba;2601706;Belo Jardim;0.0222222222;172.3555555556
2606705;Ibirajuba;2600302;Agrestina;0.0197811448;153.4225589226
2606705;Ibirajuba;2605004;Cupira;0.0037037037;28.7259259259
2606705;Ibirajuba;2608404;Jurema;0.0037037037;28.7259259259
2606705;Ibirajuba;2610202;Panelas;0.0037037037;28.7259259259
2606804;Igarassu;2611606;Recife;0.5766666667;66685.7333333333
2606804;Igarassu;2600054;Abreu e Lima;0.1316666667;15225.9333333333
2606804;Igarassu;2610707;Paulista;95;10985.8
2606804;Igarassu;2609600;Olinda;85;9829.4
2606804;Igarassu;2606200;Goiana;0.0839814815;9711.6185185185
2606804;Igarassu;2607752;Itapissuma;0.0033333333;385.4666666667
2606804;Igarassu;2613701;São Lourenço da Mata;0.0016666667;192.7333333333
2606903;Iguaracy;2600104;Afogados da Ingazeira;0.3905555556;4768.2927777778
2606903;Iguaracy;2611606;Recife;0.2326666667;2840.6273333333
2606903;Iguaracy;2613909;Serra Talhada;0.1016666667;1241.2483333333
2606903;Iguaracy;2601201;Arcoverde;65;793585
2606903;Iguaracy;2614105;Sertânia;0.0583333333;712.1916666667
2606903;Iguaracy;2604106;Caruaru;0.0377777778;461.2288888889
2606903;Iguaracy;2607109;Ingazeira;0.0266666667;325.5733333333
2606903;Iguaracy;2614600;Tabira;0.0233333333;284.8766666667
2606903;Iguaracy;2605103;Custódia;0.0216666667;264.5283333333
2606903;Iguaracy;2615904;Tuparetama;11;134299
2606903;Iguaracy;2612505;Santa Cruz do Capibaribe;0.0066666667;81.3933333333
2606903;Iguaracy;2616407;Vitória de Santo Antão;0.0033333333;40.6966666667
2606903;Iguaracy;2613602;São José do Egito;0.0016666667;20.3483333333
2607000;Inajá;2601201;Arcoverde;0.3041567065;6946.9391766268
2607000;Inajá;2611606;Recife;0.2528220452;5774.4555112882
2607000;Inajá;2611002;Petrolândia;0.0910996016;2080.7149003984
2607000;Inajá;2615805;Tupanatinga;0.0833333333;1903.3333333333
2607000;Inajá;2606002;Garanhuns;35;799.4
2607000;Inajá;2613909;Serra Talhada;0.0306666667;700.4266666667
2607000;Inajá;2604106;Caruaru;0.0272775564;623.0193891102
2607000;Inajá;2614808;Tacaratu;0.022310757;509.577689243
2607000;Inajá;2609154;Manari;15;342.6
2607109;Ingazeira;2600104;Afogados da Ingazeira;0.4953181818;2255679
2607109;Ingazeira;2611606;Recife;0.2283333333;1039.83
2607109;Ingazeira;2614600;Tabira;0.0687121212;312915
2607109;Ingazeira;2615904;Tuparetama;0.0553030303;251.85
2607109;Ingazeira;2604106;Caruaru;35;159.39
2607109;Ingazeira;2613909;Serra Talhada;0.0316666667;144.21
2607109;Ingazeira;2612505;Santa Cruz do Capibaribe;0.0266666667;121.44
2607109;Ingazeira;2615409;Toritama;0.0266666667;121.44
2607109;Ingazeira;2606903;Iguaracy;0.0183333333;83.49
2607109;Ingazeira;2613602;São José do Egito;0.0066666667;30.36
2607109;Ingazeira;2601201;Arcoverde;0.0033333333;15.18
2607208;Ipojuca;2611606;Recife;0.6583333333;62350.0916666667
2607208;Ipojuca;2602902;Cabo de Santo Agostinho;0.2183333333;20678.1316666667
2607208;Ipojuca;2614204;Sirinhaém;0.03320647;3144.9515699334
2607208;Ipojuca;2611903;Rio Formoso;0.0299714558;2838.566603235
2607208;Ipojuca;2607901;Jaboatão dos Guararapes;0.02;1894.18
2607208;Ipojuca;2614857;Tamandaré;0.0185537583;1757.2078972407
2607208;Ipojuca;2601409;Barreiros;0.0091341579;865.0869647954
2607208;Ipojuca;2613404;São José da Coroa Grande;0.0091341579;865.0869647954
2607307;Ipubi;2601102;Araripina;0.2928774929;8936.2780626781
2607307;Ipubi;2609907;Ouricuri;0.2433760684;7425.8905982906
2607307;Ipubi;2611101;Petrolina;0.0518518519;1582.1037037037
2607307;Ipubi;2615607;Trindade;0.0433760684;1323.4905982906
2607307;Ipubi;2611606;Recife;0.0185185185;565.037037037
2607307;Ipubi;2608750;Lagoa Grande;0.0092592593;282.5185185185
2607307;Ipubi;2612455;Santa Cruz;0.0092592593;282.5185185185
2607307;Ipubi;2612208;Salgueiro;0.0074074074;226.0148148148
2607307;Ipubi;2605301;Exu;0.0037037037;113.0074074074
2607406;Itacuruba;2605707;Floresta;0.3976744186;1936.2767441861
2607406;Itacuruba;2601607;Belém do São Francisco;0.2343669251;1141.1325581395
2607406;Itacuruba;2611606;Recife;0.1555555556;757.4
2607406;Itacuruba;2611101;Petrolina;0.0597760551;291.0496124031
2607406;Itacuruba;2613909;Serra Talhada;0.0523686477;254.9829457364
2607406;Itacuruba;2603009;Cabrobó;0.0469853575;228.7717054264
2607406;Itacuruba;2611002;Petrolândia;0.0148148148;72.1333333333
2607406;Itacuruba;2604106;Caruaru;0.012962963;63.1166666667
2607406;Itacuruba;2601201;Arcoverde;0.0037037037;18.0333333333
2607406;Itacuruba;2612208;Salgueiro;0.0037037037;18.0333333333
2607505;Itaíba;2601201;Arcoverde;0.3041666667;8026.9583333333
2607505;Itaíba;2611606;Recife;0.1716666667;4530.2833333333
2607505;Itaíba;2606002;Garanhuns;0.1472916667;3887.0270833333
2607505;Itaíba;2600500;Águas Belas;0.141875;3744.08125
2607505;Itaíba;2602803;Buíque;0.0708333333;1869.2916666667
2607505;Itaíba;2604106;Caruaru;0.0633333333;1671.3666666667
2607505;Itaíba;2615805;Tupanatinga;0.0591666667;1561.4083333333
2607505;Itaíba;2609154;Manari;0.0233333333;615.7666666667
2607604;Ilha de Itamaracá;2611606;Recife;0.5674074074;14659.5377777778
2607604;Ilha de Itamaracá;2606804;Igarassu;0.1388888889;3588.3333333333
2607604;Ilha de Itamaracá;2600054;Abreu e Lima;0.1037037037;2679.2888888889
2607604;Ilha de Itamaracá;2609600;Olinda;0.0974074074;2516.6177777778
2607604;Ilha de Itamaracá;2610707;Paulista;0.0607407407;1569.2977777778
2607604;Ilha de Itamaracá;2613701;São Lourenço da Mata;0.0203703704;526.2888888889
2607604;Ilha de Itamaracá;2602902;Cabo de Santo Agostinho;0.0074074074;191.3777777778
2607604;Ilha de Itamaracá;2607752;Itapissuma;0.0040740741;105.2577777778
2607653;Itambé;2611606;Recife;0.2722222222;9914.8777777778
2607653;Itambé;2606200;Goiana;0.0902604072;3287.4645519908
2607653;Itambé;2615300;Timbaúba;0.0688115522;2506.2543532113
2607653;Itambé;2603603;Camutanga;0.020663404;752.6025013594
2607653;Itambé;2605509;Ferreiros;0.020663404;752.6025013594
2607653;Itambé;2604106;Caruaru;0.0111111111;404.6888888889
2607653;Itambé;2604007;Carpina;0.0074074074;269.7925925926
2607703;Itapetim;2611606;Recife;0.2075076561;2838.7047349823
2607703;Itapetim;2613602;São José do Egito;0.1889764429;2585.1977385159
2607703;Itapetim;2600104;Afogados da Ingazeira;0.1343333333;1837.68
2607703;Itapetim;2604106;Caruaru;0.0315076561;431.0247349823
2607703;Itapetim;2612505;Santa Cruz do Capibaribe;0.0233333333;319.2
2607703;Itapetim;2601201;Arcoverde;0.0194876325;266.5908127208
2607703;Itapetim;2602506;Brejinho;0.0183333333;250.8
2607703;Itapetim;2614600;Tabira;0.0083333333;114
2607703;Itapetim;2615409;Toritama;0.0073333333;100.32
2607703;Itapetim;2613909;Serra Talhada;5;68.4
2607752;Itapissuma;2611606;Recife;0.6388888889;16864.75
2607752;Itapissuma;2606804;Igarassu;0.1185185185;3128.5333333333
2607752;Itapissuma;2600054;Abreu e Lima;0.0796296296;2101.9833333333
2607752;Itapissuma;2609600;Olinda;0.0666666667;1759.8
2607752;Itapissuma;2610707;Paulista;0.0444444444;1173.2
2607752;Itapissuma;2613701;São Lourenço da Mata;0.0277777778;733.25
2607752;Itapissuma;2604106;Caruaru;0.0074074074;195.5333333333
2607752;Itapissuma;2606200;Goiana;0.0055555556;146.65
2607752;Itapissuma;2607901;Jaboatão dos Guararapes;0.0055555556;146.65
2607752;Itapissuma;2615409;Toritama;0.0055555556;146.65
2607802;Itaquitinga;2611606;Recife;0.4074074074;6886.4074074074
2607802;Itaquitinga;2606200;Goiana;0.2861581921;4836.931920904
2607802;Itaquitinga;2604007;Carpina;0.1462962963;2472.8462962963
2607802;Itaquitinga;2609501;Nazaré da Mata;0.112962963;1909.412962963
2607802;Itaquitinga;2604601;Condado;0.024952919;421.7791902072
2607802;Itaquitinga;2608909;Limoeiro;0.0148148148;250.4148148148
2607802;Itaquitinga;2615300;Timbaúba;0.0074074074;125.2074074074
2607950;Jaqueira;2611606;Recife;0.3016666667;3519.8466666667
2607950;Jaqueira;2610004;Palmares;0.2683333333;3130.9133333333
2607950;Jaqueira;2604106;Caruaru;0.1483333333;1730.7533333333
2607950;Jaqueira;2609204;Maraial;0.1119955157;1306.76367713
2607950;Jaqueira;2604205;Catende;0.1093423019;1275.8059790732
2607950;Jaqueira;2612901;São Benedito do Sul;0.0125560538;146.5040358744
2607950;Jaqueira;2611507;Quipapá;0.011554559;134.8185949178
2607950;Jaqueira;2601003;Angelim;0.0082212257;95.9252615845
2607950;Jaqueira;2603702;Canhotinho;0.0082212257;95.9252615845
2607950;Jaqueira;2606002;Garanhuns;0.0082212257;95.9252615845
2607950;Jaqueira;2613206;São João;0.0082212257;95.9252615845
2607950;Jaqueira;2615409;Toritama;0.0033333333;38.8933333333
2608008;Jataúba;2604106;Caruaru;0.3974074074;6783.7444444445
2608008;Jataúba;2612505;Santa Cruz do Capibaribe;0.2678799489;4572.7107279694
2608008;Jataúba;2611606;Recife;0.1833333333;3129.5
2608008;Jataúba;2602605;Brejo da Madre de Deus;0.0434227331;741.2260536398
2608008;Jataúba;2615409;Toritama;0.0166666667;284.5
2608008;Jataúba;2601706;Belo Jardim;0.0074074074;126.4444444444
2608008;Jataúba;2606002;Garanhuns;0.0007407407;12.6444444444
2608057;Jatobá;2611002;Petrolândia;0.2482650425;3659.4267257291
2608057;Jatobá;2611606;Recife;0.0925925926;1364.8148148148
2608057;Jatobá;2605707;Floresta;0.0244924326;361.0184569952
2608057;Jatobá;2614808;Tacaratu;0.0222222222;327.5555555556
2608057;Jatobá;2604106;Caruaru;0.012962963;191.0740740741
2608057;Jatobá;2613909;Serra Talhada;0.0103359173;152.3514211886
2608057;Jatobá;2601607;Belém do São Francisco;0.0030454042;44.8892580288
2608107;João Alfredo;2611606;Recife;0.287037037;9633.8240740741
2608107;João Alfredo;2608909;Limoeiro;0.2582581844;8667.9194430781
2608107;João Alfredo;2614501;Surubim;0.2340656938;7855.9468820025
2608107;João Alfredo;2616407;Vitória de Santo Antão;0.0685185185;2299.687037037
2608107;João Alfredo;2604007;Carpina;0.0439716893;1475.8218095863
2608107;João Alfredo;2612109;Salgadinho;0.0262338088;880.4853254632
2608107;João Alfredo;2604106;Caruaru;0.0259259259;870.1518518519
2608107;João Alfredo;2609501;Nazaré da Mata;0.0185185185;621.537037037
2608107;João Alfredo;2612505;Santa Cruz do Capibaribe;0.0092592593;310.7685185185
2608107;João Alfredo;2615409;Toritama;0.0074074074;248.6148148148
2608107;João Alfredo;2602209;Bom Jardim;0.0055555556;186.4611111111
2608107;João Alfredo;2608453;Lagoa do Carro;0.0050828005;170.5940318085
2608107;João Alfredo;2610608;Paudalho;0.0050828005;170.5940318085
2608107;João Alfredo;2613701;São Lourenço da Mata;0.0050828005;170.5940318085
