idfrom;from;idto;to;perc_lig;ia
2611804;Ribeirão;2615409;Toritama;0.01;472.09
2611804;Ribeirão;2608206;Joaquim Nabuco;0.0083333333;393.4083333333
2611804;Ribeirão;2613701;São Lourenço da Mata;0.0066666667;314.7266666667
2611804;Ribeirão;2604809;Cortês;5;236045
2611804;Ribeirão;2607901;Jaboatão dos Guararapes;0.0033333333;157.3633333333
2611903;Rio Formoso;2611606;Recife;0.5326796831;12486.0117713639
2611903;Rio Formoso;2601409;Barreiros;0.1602122241;3755.374533107
2611903;Rio Formoso;2602902;Cabo de Santo Agostinho;0.0716666667;1679.8666666667
2611903;Rio Formoso;2614857;Tamandaré;0.067770232;1588.5342388229
2611903;Rio Formoso;2614204;Sirinhaém;0.0626344086;1468.1505376344
2611903;Rio Formoso;2607208;Ipojuca;0.0517034522;1211.9289190719
2611903;Rio Formoso;2610004;Palmares;0.0266666667;625.0666666667
2611903;Rio Formoso;2604106;Caruaru;0.0166666667;390.6666666667
2611903;Rio Formoso;2612455;Santa Cruz;5;117.2
2611903;Rio Formoso;2613701;São Lourenço da Mata;0.0033333333;78.1333333333
2611903;Rio Formoso;2607901;Jaboatão dos Guararapes;0.0016666667;39.0666666667
2612000;Sairé;2604106;Caruaru;0.6208555302;6272.5034214866
2612000;Sairé;2611606;Recife;0.2;2020.6
2612000;Sairé;2601904;Bezerros;0.087503171;884.0445364028
2612000;Sairé;2603504;Camocim de São Félix;0.0230974125;233.3531582953
2612000;Sairé;2606408;Gravatá;0.0199137494;201.1886098427
2612000;Sairé;2602308;Bonito;0.0180618975;182.4793505835
2612000;Sairé;2616407;Vitória de Santo Antão;0.012506342;126.3515728057
2612000;Sairé;2604502;Chã Grande;0.0106544901;107.6423135464
2612000;Sairé;2613305;São Joaquim do Monte;0.0074074074;74.837037037
2612109;Salgadinho;2611606;Recife;0.2833333333;3050.9333333333
2612109;Salgadinho;2610509;Passira;0.208729149;2247.5954763924
2612109;Salgadinho;2608909;Limoeiro;0.1862962963;2006.0385185185
2612109;Salgadinho;2608107;João Alfredo;0.1212609556;1305.7379700311
2612109;Salgadinho;2616407;Vitória de Santo Antão;0.0814814815;877.3925925926
2612109;Salgadinho;2604106;Caruaru;0.0766666667;825.5466666667
2612109;Salgadinho;2604007;Carpina;0.012962963;139.5851851852
2612109;Salgadinho;2612505;Santa Cruz do Capibaribe;0.0055555556;59.8222222222
2612109;Salgadinho;2615409;Toritama;0.0055555556;59.8222222222
2612109;Salgadinho;2613701;São Lourenço da Mata;0.0051950806;55.9406276506
2612109;Salgadinho;2614501;Surubim;0.0037037037;39.8814814815
2612109;Salgadinho;2609501;Nazaré da Mata;0.0018518519;19.9407407407
2612208;Salgueiro;2611606;Recife;275;16666.1
2612208;Salgueiro;2611101;Petrolina;0.1895269673;11486.0923253758
2612208;Salgueiro;2613909;Serra Talhada;0.1;6060.4
2612208;Salgueiro;2603009;Cabrobó;0.0422413793;2559.9965517241
2612208;Salgueiro;2614006;Serrita;0.0372281167;2256.1727851459
2612208;Salgueiro;2604106;Caruaru;0.0283333333;1717.1133333333
2612208;Salgueiro;2612604;Santa Maria da Boa Vista;0.0165340407;1002.0290008842
2612208;Salgueiro;2608750;Lagoa Grande;0.0161361627;977.9160035367
2612208;Salgueiro;2609907;Ouricuri;0.0133333333;808.0533333333
2612208;Salgueiro;2601607;Belém do São Francisco;0.01;606.04
2612208;Salgueiro;2615706;Triunfo;0.0083333333;505.0333333333
2612307;Saloá;2606002;Garanhuns;0.5466666667;8649.9066666667
2612307;Saloá;2611606;Recife;265;4193095
2612307;Saloá;2604106;Caruaru;0.07;1107.61
2612307;Saloá;2610301;Paranatama;0.0228682171;361.8437984496
2612307;Saloá;2602100;Bom Conselho;0.02;316.46
2612307;Saloá;2615102;Terezinha;0.0004651163;7.3595348837
2612406;Sanharó;2604106;Caruaru;0.4552440291;11848.1811007269
2612406;Sanharó;2610905;Pesqueira;0.2135877466;5558.8346936656
2612406;Sanharó;2611606;Recife;0.17;4424.42
2612406;Sanharó;2601706;Belo Jardim;0.0980841121;2552.7371028037
2612406;Sanharó;2614857;Tamandaré;0.0166666667;433.7666666667
2612406;Sanharó;2601201;Arcoverde;0.005815161;151.3453790239
2612406;Sanharó;2612208;Salgueiro;0.0036344756;94.5908618899
2612406;Sanharó;2613909;Serra Talhada;0.0036344756;94.5908618899
2612455;Santa Cruz;2609907;Ouricuri;0.3970778811;6049.8785971813
2612455;Santa Cruz;2611101;Petrolina;0.348992764;5317.2537528679
2612455;Santa Cruz;2601102;Araripina;0.1185286035;1805.9018026876
2612455;Santa Cruz;2615607;Trindade;0.0319088319;486.162962963
2612455;Santa Cruz;2608750;Lagoa Grande;0.0220104379;335.3510324484
2612455;Santa Cruz;2605152;Dormentes;0.0074074074;112.8592592593
2612455;Santa Cruz;2612554;Santa Filomena;0.0074074074;112.8592592593
2612471;Santa Cruz da Baixa Verde;2613909;Serra Talhada;0.5181681682;6493.1653153153
2612471;Santa Cruz da Baixa Verde;2615706;Triunfo;0.1801301301;2257.2106606607
2612471;Santa Cruz da Baixa Verde;2611606;Recife;0.1685185185;2111.7055555556
2612471;Santa Cruz da Baixa Verde;2600104;Afogados da Ingazeira;0.0314814815;394.4944444444
2612471;Santa Cruz da Baixa Verde;2601201;Arcoverde;0.012962963;162.4388888889
2612471;Santa Cruz da Baixa Verde;2604106;Caruaru;0.0111111111;139.2333333333
2612471;Santa Cruz da Baixa Verde;2612208;Salgueiro;0.0074074074;92.8222222222
2612471;Santa Cruz da Baixa Verde;2611101;Petrolina;0.0074074074;92.8222222222
2612471;Santa Cruz da Baixa Verde;2605608;Flores;0.0024024024;30.1045045045
2612505;Santa Cruz do Capibaribe;2604106;Caruaru;0.4059278804;43002.3759366755
2612505;Santa Cruz do Capibaribe;2611606;Recife;0.2783333333;29485.52
2612505;Santa Cruz do Capibaribe;2615409;Toritama;0.0547273527;5797.5968337731
2612505;Santa Cruz do Capibaribe;2615003;Taquaritinga do Norte;0.0264204046;2798.8719788918
2612505;Santa Cruz do Capibaribe;2614501;Surubim;0.0222955145;2361.8976253298
2612505;Santa Cruz do Capibaribe;2616209;Vertentes;0.0222955145;2361.8976253298
2612505;Santa Cruz do Capibaribe;2606002;Garanhuns;0.01;1059.36
2612505;Santa Cruz do Capibaribe;2601201;Arcoverde;0.0066666667;706.24
2612554;Santa Filomena;2611101;Petrolina;0.3115151515;4482.703030303
2612554;Santa Filomena;2609907;Ouricuri;0.2378354978;3422.4528138528
2612554;Santa Filomena;2601102;Araripina;0.1133333333;1630.8666666667
2612554;Santa Filomena;2605152;Dormentes;95;1367.05
2612554;Santa Filomena;2611606;Recife;0.0333333333;479.6666666667
2612554;Santa Filomena;2612455;Santa Cruz;0.0324675325;467.2077922078
2612554;Santa Filomena;2608750;Lagoa Grande;0.0181818182;261.6363636364
2612554;Santa Filomena;2601805;Betânia;0.0166666667;239.8333333333
2612604;Santa Maria da Boa Vista;2611101;Petrolina;0.719984639;30065.8385407066
2612604;Santa Maria da Boa Vista;2611606;Recife;0.0816666667;3410.3183333333
2612604;Santa Maria da Boa Vista;2608750;Lagoa Grande;0.0498310292;2080.8939477727
2612604;Santa Maria da Boa Vista;2601607;Belém do São Francisco;0.0333333333;1391.9666666667
2612604;Santa Maria da Boa Vista;2603009;Cabrobó;0.0245391705;1024.7312211982
2612604;Santa Maria da Boa Vista;2612208;Salgueiro;0.0210291859;878.1577726575
2612604;Santa Maria da Boa Vista;2609808;Orocó;0.0179493088;749.5451843318
2612604;Santa Maria da Boa Vista;2604106;Caruaru;0.01;417.59
2612703;Santa Maria do Cambucá;2614501;Surubim;0.3638507757;5111.3756972469
2612703;Santa Maria do Cambucá;2604106;Caruaru;0.2703703704;3798.162962963
2612703;Santa Maria do Cambucá;2611606;Recife;0.262962963;3694.1037037037
2612703;Santa Maria do Cambucá;2615409;Toritama;0.0363240965;510.2809075419
2612703;Santa Maria do Cambucá;2612505;Santa Cruz do Capibaribe;0.0166666667;234.1333333333
2612703;Santa Maria do Cambucá;2608909;Limoeiro;0.0148148148;208.1185185185
2612703;Santa Maria do Cambucá;2616407;Vitória de Santo Antão;0.0055555556;78.0444444444
2612703;Santa Maria do Cambucá;2616209;Vertentes;0.004842615;68.0290556901
2612802;Santa Terezinha;2600104;Afogados da Ingazeira;0.177037037;2082.6637037037
2612802;Santa Terezinha;2613602;São José do Egito;0.1621016365;1906.9636520241
2612802;Santa Terezinha;2611606;Recife;0.1240740741;1459.6074074074
2612802;Santa Terezinha;2604106;Caruaru;0.0451851852;531.5585185185
2612802;Santa Terezinha;2612505;Santa Cruz do Capibaribe;0.0222222222;261.4222222222
2612802;Santa Terezinha;2607703;Itapetim;0.0203703704;239.637037037
2612802;Santa Terezinha;2615409;Toritama;0.0166666667;196.0666666667
2612802;Santa Terezinha;2614600;Tabira;0.0148148148;174.2814814815
2612802;Santa Terezinha;2601201;Arcoverde;0.0092592593;108.9259259259
2612802;Santa Terezinha;2602506;Brejinho;0.0055555556;65.3555555556
2612802;Santa Terezinha;2613909;Serra Talhada;0.0037037037;43.5703703704
2612901;São Benedito do Sul;2611606;Recife;0.2933333333;4610.32
2612901;São Benedito do Sul;2604106;Caruaru;245;3850665
2612901;São Benedito do Sul;2610004;Palmares;0.1402173913;2203.7967391304
2612901;São Benedito do Sul;2606002;Garanhuns;0.1364492754;2144.5732608696
2612901;São Benedito do Sul;2611507;Quipapá;0.0502173913;789.2667391304
2612901;São Benedito do Sul;2605004;Cupira;0.04;628.68
2612901;São Benedito do Sul;2607950;Jaqueira;0.0182608696;287.0060869565
2612901;São Benedito do Sul;2601003;Angelim;0.012173913;191.3373913043
2612901;São Benedito do Sul;2603702;Canhotinho;0.012173913;191.3373913043
2612901;São Benedito do Sul;2613206;São João;0.012173913;191.3373913043
2613008;São Bento do Una;2604106;Caruaru;0.3216223266;18961.5658841941
2613008;São Bento do Una;2611606;Recife;0.2;11791.2
2613008;São Bento do Una;2601706;Belo Jardim;0.1742156644;10271.0587078024
2613008;São Bento do Una;2606002;Garanhuns;0.1547283702;9122.1657947686
2613008;São Bento do Una;2614857;Tamandaré;0.0444444444;2620.2666666667
2613008;São Bento do Una;2608800;Lajedo;0.027975259;1649.309367315
2613008;São Bento do Una;2610905;Pesqueira;0.0259259259;1528.4888888889
2613008;São Bento do Una;2603801;Capoeiras;0.0159028244;937.5669125866
2613008;São Bento do Una;2612505;Santa Cruz do Capibaribe;0.0092592593;545.8888888889
2613008;São Bento do Una;2609600;Olinda;0.0074074074;436.7111111111
2613107;São Caitano;2604106;Caruaru;0.6163206709;22877.2069839499
2613107;São Caitano;2611606;Recife;0.2481481481;9211.0111111111
2613107;São Caitano;2601706;Belo Jardim;0.0521689285;1936.4584588213
2613107;São Caitano;2612505;Santa Cruz do Capibaribe;0.0203703704;756.1277777778
2613107;São Caitano;2615409;Toritama;0.0203703704;756.1277777778
2613107;São Caitano;2606408;Gravatá;0.0124124682;460.7384086261
2613107;São Caitano;2603108;Cachoeirinha;0.0095215963;353.4321342257
2613107;São Caitano;2614709;Tacaimbó;0.0077244841;286.725125488
2613107;São Caitano;2606002;Garanhuns;0.0074074074;274.9555555556
2613107;São Caitano;2601904;Bezerros;0.0055555556;206.2166666667
2613206;São João;2606002;Garanhuns;0.5108039068;11588.0974305034
2613206;São João;2611606;Recife;0.2583333333;5860.55
2613206;São João;2604106;Caruaru;55;1247.73
2613206;São João;2603702;Canhotinho;0.0369521663;838.2968444778
2613206;São João;2601003;Angelim;0.0274981217;623.8223891811
2613206;São João;2610103;Palmeirina;0.0145755071;330.6599549211
2613206;São João;2611507;Quipapá;0.0068369647;155.1033809166
2613206;São João;2601706;Belo Jardim;0.0033333333;75.62
2613206;São João;2612455;Santa Cruz;0.0033333333;75.62
2613206;São João;2615409;Toritama;0.0033333333;75.62
2613305;São Joaquim do Monte;2604106;Caruaru;0.78997114;16837.4448773449
2613305;São Joaquim do Monte;2611606;Recife;0.1111111111;2368.2222222222
2613305;São Joaquim do Monte;2603504;Camocim de São Félix;0.0398388648;849.1255651756
2613305;São Joaquim do Monte;2600302;Agrestina;0.0275974026;588.211038961
2613305;São Joaquim do Monte;2602308;Bonito;0.0166666667;355.2333333333
2613305;São Joaquim do Monte;2613701;São Lourenço da Mata;0.0074074074;157.8814814815
2613305;São Joaquim do Monte;2601904;Bezerros;0.0037037037;78.9407407407
2613305;São Joaquim do Monte;2612455;Santa Cruz;0.0037037037;78.9407407407
2613404;São José da Coroa Grande;2611606;Recife;0.4117825782;8649.0812715139
2613404;São José da Coroa Grande;2601409;Barreiros;0.2666982789;5601.7306498068
2613404;São José da Coroa Grande;2614857;Tamandaré;0.1216666667;2555.4866666667
2613404;São José da Coroa Grande;2610004;Palmares;0.1180857043;2480.2721320688
2613404;São José da Coroa Grande;2600401;Água Preta;0.0147523709;309.8587987355
2613404;São José da Coroa Grande;2607208;Ipojuca;0.0101159115;212.4746048472
2613404;São José da Coroa Grande;2611903;Rio Formoso;0.0101159115;212.4746048472
2613404;São José da Coroa Grande;2614204;Sirinhaém;0.0101159115;212.4746048472
2613404;São José da Coroa Grande;2604106;Caruaru;0.0066666667;140.0266666667
2613503;São José do Belmonte;2613909;Serra Talhada;0.342218543;11599.4975165563
2613503;São José do Belmonte;2611606;Recife;0.1659381898;5624.4749448124
2613503;São José do Belmonte;2612208;Salgueiro;0.0983333333;3333.0083333333
2613503;São José do Belmonte;2611101;Petrolina;0.0266666667;903.8666666667
2613503;São José do Belmonte;2604106;Caruaru;0.0169536424;574.6437086093
2613503;São José do Belmonte;2615706;Triunfo;0.0116666667;395.4416666667
2613503;São José do Belmonte;2609303;Mirandiba;0.0016666667;56.4916666667
2613602;São José do Egito;2611606;Recife;0.3183333333;10756165
2613602;São José do Egito;2600104;Afogados da Ingazeira;0.1497297484;5059.218467425
2613602;São José do Egito;2615904;Tuparetama;0.0510299897;1724.2523205791
2613602;São José do Egito;2607703;Itapetim;0.0479837987;1621.32457394
2613602;São José do Egito;2614600;Tabira;0.0450810065;1523.2421302999
2613602;São José do Egito;2612505;Santa Cruz do Capibaribe;35;1182615
2613602;São José do Egito;2604106;Caruaru;0.0333333333;1126.3
2613602;São José do Egito;2615409;Toritama;0.02;675.78
2613602;São José do Egito;2613909;Serra Talhada;0.0066666667;225.26
2613602;São José do Egito;2606002;Garanhuns;0.0016666667;56315
2613701;São Lourenço da Mata;2611606;Recife;0.7366666667;82773.34
2613701;São Lourenço da Mata;2603454;Camaragibe;0.1133333333;12734.36
2613701;São Lourenço da Mata;2610608;Paudalho;0.0425607064;4782.2060927152
2613701;São Lourenço da Mata;2604007;Carpina;0.0392568065;4410.9732891832
2613701;São Lourenço da Mata;2609501;Nazaré da Mata;0.0266666667;2996.32
2613701;São Lourenço da Mata;2608453;Lagoa do Carro;0.0232671082;2614.338807947
2613701;São Lourenço da Mata;2608909;Limoeiro;0.0149227373;1676.7486092715
2613701;São Lourenço da Mata;2614501;Surubim;0.003325975;373.713200883
2613800;São Vicente Férrer;2611606;Recife;0.3558313633;6387.1729708432
2613800;São Vicente Férrer;2615300;Timbaúba;0.2537037037;4553.9814814815
2613800;São Vicente Férrer;2609006;Macaparana;0.0722222222;1296.3888888889
2613800;São Vicente Férrer;2604007;Carpina;0.0544917258;978.1264775414
2613800;São Vicente Férrer;2609501;Nazaré da Mata;0.0489361702;878.4042553192
2613800;São Vicente Férrer;2604106;Caruaru;0.0407407407;731.2962962963
2613800;São Vicente Férrer;2615409;Toritama;0.0240740741;432.1296296296
2613800;São Vicente Férrer;2608909;Limoeiro;0.0222222222;398.8888888889
2613800;São Vicente Férrer;2610608;Paudalho;0.0193065406;346.5524034673
2613800;São Vicente Férrer;2615508;Tracunhaém;0.0193065406;346.5524034673
2613800;São Vicente Férrer;2603454;Camaragibe;0.0169424744;304.1174152876
2613800;São Vicente Férrer;2606200;Goiana;0.0166666667;299.1666666667
2613800;São Vicente Férrer;2612455;Santa Cruz;0.0111111111;199.4444444444
2613800;São Vicente Férrer;2616308;Vicência;0.0092592593;166.2037037037
2613800;São Vicente Férrer;2607653;Itambé;0.0037037037;66.4814814815
2613800;São Vicente Férrer;2608107;João Alfredo;0.0037037037;66.4814814815
2613909;Serra Talhada;2611606;Recife;0.3783333333;32451.1633333333
2613909;Serra Talhada;2604106;Caruaru;0.1992931664;17094.1720552947
2613909;Serra Talhada;2612208;Salgueiro;0.0575273865;4934.3540532081
2613909;Serra Talhada;2601201;Arcoverde;0.0516666667;4431.6566666667
2613909;Serra Talhada;2615706;Triunfo;0.0416666667;3573.9166666667
2613909;Serra Talhada;2600104;Afogados da Ingazeira;0.0316666667;2716.1766666667
2613909;Serra Talhada;2611101;Petrolina;0.03;2573.22
2613909;Serra Talhada;2603405;Calumbi;0.0278038602;2384.8483046427
2613909;Serra Talhada;2605608;Flores;0.0207616067;1780.8060511215
2613909;Serra Talhada;2605707;Floresta;0.0196139802;1682.3695357329
2613909;Serra Talhada;2615409;Toritama;0.0166666667;1429.5666666667
2613909;Serra Talhada;2606002;Garanhuns;0.0116666667;1000.6966666667
2613909;Serra Talhada;2612505;Santa Cruz do Capibaribe;0.01;857.74
2614006;Serrita;2612208;Salgueiro;0.5551851852;10622.3581481482
2614006;Serrita;2611606;Recife;0.1201851852;2299.5031481482
2614006;Serrita;2611101;Petrolina;0.0444444444;850.3555555556
2614006;Serrita;2614303;Moreilândia;0.0148148148;283.4518518519
2614006;Serrita;2604304;Cedro;0.0148148148;283.4518518519
2614006;Serrita;2610400;Parnamirim;0.012962963;248.0203703704
2614006;Serrita;2609907;Ouricuri;0.0074074074;141.7259259259
2614006;Serrita;2601607;Belém do São Francisco;0.0055555556;106.2944444444
2614006;Serrita;2613909;Serra Talhada;0.0053703704;102.7512962963
2614006;Serrita;2606309;Granito;0.0037037037;70.862962963
2614006;Serrita;2602001;Bodocó;0.0033333333;63.7766666667
2614006;Serrita;2604106;Caruaru;0.0033333333;63.7766666667
2614006;Serrita;2605301;Exu;0.0033333333;63.7766666667
2614105;Sertânia;2601201;Arcoverde;0.3887979094;13903.8020383275
2614105;Sertânia;2611606;Recife;0.3168292683;11330.1314634146
2614105;Sertânia;2604106;Caruaru;0.0483623693;1729.4866898955
2614105;Sertânia;2600104;Afogados da Ingazeira;0.0216957027;775.8600232288
2614105;Sertânia;2605103;Custódia;0.0216666667;774.8216666667
2614105;Sertânia;2613909;Serra Talhada;0.0183333333;655.6183333333
2614105;Sertânia;2606903;Iguaracy;0.0083623693;299.0466898955
2614105;Sertânia;2612505;Santa Cruz do Capibaribe;0.0083333333;298.0083333333
2614105;Sertânia;2615409;Toritama;5;178805
2614204;Sirinhaém;2611606;Recife;0.5497310924;24935.2526218487
2614204;Sirinhaém;2602902;Cabo de Santo Agostinho;0.1894957983;8595.3399159664
2614204;Sirinhaém;2601409;Barreiros;0.0922128852;4182.6842577031
2614204;Sirinhaém;2607208;Ipojuca;0.0678851541;3079.2027030812
2614204;Sirinhaém;2611903;Rio Formoso;0.02767507;1255.3135014006
2614204;Sirinhaém;2607901;Jaboatão dos Guararapes;0.0216666667;982.7783333333
2614204;Sirinhaém;2610004;Palmares;0.02;907.18
2614204;Sirinhaém;2604106;Caruaru;15;680385
2614204;Sirinhaém;2614857;Tamandaré;13;589667
2614303;Moreilândia;2605301;Exu;0.090952381;1025.0333333333
2614303;Moreilândia;2612208;Salgueiro;0.0850280112;958.2656862745
2614303;Moreilândia;2609907;Ouricuri;0.0633333333;713.7666666667
2614303;Moreilândia;2611606;Recife;55;619.85
2614303;Moreilândia;2606309;Granito;0.0366666667;413.2333333333
2614303;Moreilândia;2601102;Araripina;0.01;112.7
2614303;Moreilândia;2613909;Serra Talhada;0.0029411765;33.1470588235
2614303;Moreilândia;2604106;Caruaru;0.0016666667;18.7833333333
2614402;Solidão;2600104;Afogados da Ingazeira;0.3144774775;1884.6635225225
2614402;Solidão;2614600;Tabira;0.2550900901;1528.7549099099
2614402;Solidão;2611606;Recife;0.1716666667;1028.7983333333
2614402;Solidão;2604106;Caruaru;0.0333333333;199.7666666667
2614402;Solidão;2613909;Serra Talhada;0.0266666667;159.8133333333
2614402;Solidão;2612505;Santa Cruz do Capibaribe;25;149825
2614402;Solidão;2613602;São José do Egito;0.0137387387;82.3362612613
2614402;Solidão;2615409;Toritama;0.0116666667;69.9183333333
2614402;Solidão;2611101;Petrolina;0.0066666667;39.9533333333
2614402;Solidão;2601201;Arcoverde;0.0016666667;9.9883333333
2614501;Surubim;2611606;Recife;0.5016666667;32367.5333333333
2614501;Surubim;2604106;Caruaru;0.2566666667;16560.1333333333
2614501;Surubim;2608909;Limoeiro;0.04;2580.8
2614501;Surubim;2604007;Carpina;0.0342525914;2209.9771958538
2614501;Surubim;2612505;Santa Cruz do Capibaribe;0.0333333333;2150.6666666667
2614501;Surubim;2615409;Toritama;0.0316666667;2043.1333333333
2614501;Surubim;2610608;Paudalho;0.0231587561;1494.2029459902
2614501;Surubim;2616209;Vertentes;0.0223404255;1441.4042553192
2614501;Surubim;2604155;Casinhas;0.0204582651;1319.9672667758
2614501;Surubim;2609501;Nazaré da Mata;0.0116666667;752.7333333333
2614501;Surubim;2608107;João Alfredo;0.0114566285;739.1816693944
2614501;Surubim;2616407;Vitória de Santo Antão;0.0083333333;537.6666666667
2614501;Surubim;2601904;Bezerros;0.0016666667;107.5333333333
2614600;Tabira;2611606;Recife;0.3221354705;9139.305434333
2614600;Tabira;2600104;Afogados da Ingazeira;0.3149382971;8935.1144281282
2614600;Tabira;2613909;Serra Talhada;0.0785039642;2227.235966908
2614600;Tabira;2604106;Caruaru;0.073674595;2090.2219338159
2614600;Tabira;2613602;São José do Egito;0.0617476732;1751.8432368149
2614600;Tabira;2612455;Santa Cruz;0.0266666667;756.56
2614600;Tabira;2601201;Arcoverde;25;709275
2614600;Tabira;2615409;Toritama;0.0133333333;378.28
2614600;Tabira;2612505;Santa Cruz do Capibaribe;0.0066666667;189.14
2614709;Tacaimbó;2604106;Caruaru;0.4777208288;6157.8214830971
2614709;Tacaimbó;2611606;Recife;0.2233333333;2878.7666666667
2614709;Tacaimbó;2601706;Belo Jardim;0.197917121;2551.1516902944
2614709;Tacaimbó;2601201;Arcoverde;0.0083333333;107.4166666667
2614709;Tacaimbó;2606002;Garanhuns;0.0066666667;85.9333333333
2614709;Tacaimbó;2614857;Tamandaré;0.0066666667;85.9333333333
2614709;Tacaimbó;2610905;Pesqueira;5;64.45
2614709;Tacaimbó;2613107;São Caitano;0.0038167939;49.1984732824
2614709;Tacaimbó;2600302;Agrestina;0.0033333333;42.9666666667
2614808;Tacaratu;2611002;Petrolândia;0.4238312863;10772.5198038656
2614808;Tacaratu;2611606;Recife;0.1481481481;3765.4814814815
2614808;Tacaratu;2601201;Arcoverde;0.0437227459;1111.3010320861
2614808;Tacaratu;2607000;Inajá;0.0345139484;877.2410263734
2614808;Tacaratu;2605707;Floresta;0.0296296296;753.0962962963
2614808;Tacaratu;2613909;Serra Talhada;0.0137037037;348.307037037
2614808;Tacaratu;2608057;Jatobá;0.0085689803;217.7977720651
2614808;Tacaratu;2604106;Caruaru;0.0074074074;188.2740740741
2614808;Tacaratu;2606606;Ibimirim;0.0071408169;181.4981433876
2614857;Tamandaré;2611606;Recife;0.6062163852;14033.3031019387
2614857;Tamandaré;2601409;Barreiros;0.2085772358;4828.3544308943
2614857;Tamandaré;2610004;Palmares;0.0433333333;1003.1233333333
2614857;Tamandaré;2611903;Rio Formoso;0.0384615385;890.3461538462
2614857;Tamandaré;2604106;Caruaru;0.0266666667;617.3066666667
2614857;Tamandaré;2602902;Cabo de Santo Agostinho;25;578725
2614857;Tamandaré;2607208;Ipojuca;0.0238617886;552.3765447154
2614857;Tamandaré;2614204;Sirinhaém;0.0128830519;298.2297686054
2614857;Tamandaré;2613404;São José da Coroa Grande;0.0066666667;154.3266666667
2614857;Tamandaré;2604205;Catende;5;115745
2614857;Tamandaré;2605004;Cupira;0.0033333333;77.1633333333
2615003;Taquaritinga do Norte;2611606;Recife;0.2692713178;7651.6137674419
2615003;Taquaritinga do Norte;2612505;Santa Cruz do Capibaribe;0.2551162791;7249.3841860465
2615003;Taquaritinga do Norte;2604106;Caruaru;0.2433333333;6914.56
2615003;Taquaritinga do Norte;2616209;Vertentes;0.059627907;1694.3866046512
2615003;Taquaritinga do Norte;2615409;Toritama;0.0583333333;1657.6
2615003;Taquaritinga do Norte;2614501;Surubim;0.011503876;326.8941395349
2615003;Taquaritinga do Norte;2603454;Camaragibe;0.0026046512;74.0137674419
2615003;Taquaritinga do Norte;2608909;Limoeiro;0.0026046512;74.0137674419
2615003;Taquaritinga do Norte;2613701;São Lourenço da Mata;0.0026046512;74.0137674419
2615102;Terezinha;2606002;Garanhuns;0.607659764;4338.0830549989
2615102;Terezinha;2611606;Recife;0.1351851852;965.087037037
2615102;Terezinha;2602100;Bom Conselho;0.1067839382;762.3305351444
2615102;Terezinha;2602407;Brejão;0.0371854821;265.4671565353
2615102;Terezinha;2604106;Caruaru;0.0074074074;52.8814814815
2615102;Terezinha;2612307;Saloá;0.0002226676;1.5896236918
2615201;Terra Nova;2612208;Salgueiro;0.4839622642;4831.3952830189
2615201;Terra Nova;2611101;Petrolina;0.1668413697;1665.5773934312
2615201;Terra Nova;2611606;Recife;0.0648148148;647.0462962963
2615201;Terra Nova;2610400;Parnamirim;0.0325296995;324.7439902166
2615201;Terra Nova;2603009;Cabrobó;0.0314814815;314.2796296296
2615201;Terra Nova;2614006;Serrita;0.0111111111;110.9222222222
2615201;Terra Nova;2609907;Ouricuri;0.0037037037;36.9740740741
2615300;Timbaúba;2611606;Recife;0.5266666667;26836.8266666667
2615300;Timbaúba;2604007;Carpina;0.1611007694;8209.0508066518
2615300;Timbaúba;2609501;Nazaré da Mata;0.0609518491;3105.8624224373
2615300;Timbaúba;2600708;Aliança;0.0262099777;1335.5556217424
2615300;Timbaúba;2615508;Tracunhaém;0.0192851824;982.6957557707
2615300;Timbaúba;2604106;Caruaru;0.0183333333;934.1933333333
2615300;Timbaúba;2615409;Toritama;0.0183333333;934.1933333333
2615300;Timbaúba;2610608;Paudalho;0.0157855547;804.3687267312
2615300;Timbaúba;2603454;Camaragibe;0.01;509.56
2615300;Timbaúba;2606200;Goiana;0.01;509.56
2615300;Timbaúba;2608909;Limoeiro;0.01;509.56
2615300;Timbaúba;2612455;Santa Cruz;0.01;509.56
2615300;Timbaúba;2609600;Olinda;0.0066666667;339.7066666667
2615300;Timbaúba;2607653;Itambé;0.0016666667;84.9266666667
2615409;Toritama;2604106;Caruaru;0.4888756719;21634.7039827298
2615409;Toritama;2611606;Recife;0.2296296296;10162.0296296296
2615409;Toritama;2612505;Santa Cruz do Capibaribe;0.1230020266;5443.3316856111
2615409;Toritama;2616209;Vertentes;0.085950304;3803.6447528417
2615409;Toritama;2614501;Surubim;0.0520001762;2301.2157987488
2615409;Toritama;2605806;Frei Miguelinho;0.0057273769;253.4593356243
2615409;Toritama;2615003;Taquaritinga do Norte;0.0037037037;163.9037037037
2615508;Tracunhaém;2611606;Recife;0.3995030174;5482.7794107206
2615508;Tracunhaém;2604007;Carpina;0.2904035025;3985.4976689149
2615508;Tracunhaém;2609501;Nazaré da Mata;0.1681102828;2307.1455212401
2615508;Tracunhaém;2608909;Limoeiro;0.0685185185;940.3481481481
2615508;Tracunhaém;2610608;Paudalho;0.027665365;379.6794698852
2615508;Tracunhaém;2613701;São Lourenço da Mata;0.0240740741;330.3925925926
2615508;Tracunhaém;2603454;Camaragibe;0.0106141285;145.6682996095
2615508;Tracunhaém;2615300;Timbaúba;0.0092592593;127.0740740741
2615508;Tracunhaém;2611101;Petrolina;0.0018518519;25.4148148148
